X,Y
2.660195827802875890e-01,0.000000000000000000e+00
5.924164872247439373e-01,1.000000000000000000e+00
-4.224690802645824639e-01,0.000000000000000000e+00
1.993486002191359741e-01,1.000000000000000000e+00
-1.902323293391741388e-01,1.000000000000000000e+00
-1.480928621689693025e-01,0.000000000000000000e+00
-6.978356737955945799e-02,1.000000000000000000e+00
-2.590595704132100940e-01,1.000000000000000000e+00
2.089526296267635863e-01,1.000000000000000000e+00
-2.355581889917848226e-01,1.000000000000000000e+00
1.005617183902190459e-01,1.000000000000000000e+00
-3.275634106752285668e-02,0.000000000000000000e+00
-7.165915332072020361e-02,1.000000000000000000e+00
-2.722686229207652575e-01,1.000000000000000000e+00
-1.865621238271315818e-01,0.000000000000000000e+00
3.364016670667223097e-01,1.000000000000000000e+00
1.467850200288550178e-01,0.000000000000000000e+00
-2.931580565969441055e-01,1.000000000000000000e+00
2.547508263704264392e-02,0.000000000000000000e+00
2.580188331236100141e-01,1.000000000000000000e+00
-4.994271283160881536e-01,1.000000000000000000e+00
1.897147327373838455e-01,1.000000000000000000e+00
-1.906304282893691582e-01,1.000000000000000000e+00
1.713728249794593539e-01,1.000000000000000000e+00
-2.278303405426275741e-01,1.000000000000000000e+00
-5.514352246435871852e-01,0.000000000000000000e+00
-4.882476240757504526e-01,1.000000000000000000e+00
-3.418270497197391927e-03,0.000000000000000000e+00
8.444302792722965800e-02,1.000000000000000000e+00
-2.796090994996042189e-01,0.000000000000000000e+00
2.008209409738668794e-01,1.000000000000000000e+00
-4.978273138955284782e-01,1.000000000000000000e+00
-2.478834940744422191e-02,0.000000000000000000e+00
-1.378381351972862157e-01,1.000000000000000000e+00
-1.977805500510445569e-01,0.000000000000000000e+00
1.421960139572211665e-02,1.000000000000000000e+00
-2.673947696921271655e-01,0.000000000000000000e+00
-1.178815864574688649e-01,0.000000000000000000e+00
3.415159940552568441e-01,1.000000000000000000e+00
-1.728202615519954244e-01,1.000000000000000000e+00
2.767618607776707873e-01,1.000000000000000000e+00
-3.388433841636146471e-01,1.000000000000000000e+00
1.420926140374436375e-01,0.000000000000000000e+00
4.277005563146568101e-01,0.000000000000000000e+00
-7.502699592331557588e-01,0.000000000000000000e+00
-2.434913908187037179e-01,0.000000000000000000e+00
1.653905111946532003e-01,0.000000000000000000e+00
-7.289372302232086098e-02,0.000000000000000000e+00
1.058809114359417075e-01,0.000000000000000000e+00
-1.121909163343773469e-01,1.000000000000000000e+00
2.158261224594202471e-02,0.000000000000000000e+00
-5.573212502299945692e-02,0.000000000000000000e+00
3.503346183856966833e-01,1.000000000000000000e+00
7.713329920663260231e-02,1.000000000000000000e+00
1.061280398299141586e-01,1.000000000000000000e+00
-1.311905266326107711e-01,0.000000000000000000e+00
-1.570283763390238896e-01,0.000000000000000000e+00
-1.297456340276442188e-01,1.000000000000000000e+00
1.161720688030650345e-01,0.000000000000000000e+00
-1.242754205818227126e-01,1.000000000000000000e+00
8.695470487825480987e-02,1.000000000000000000e+00
6.169435078556665397e-01,0.000000000000000000e+00
2.613372108644855252e-01,1.000000000000000000e+00
-9.763452409785750019e-02,1.000000000000000000e+00
3.640600419125655796e-01,1.000000000000000000e+00
-1.215920812223962866e-01,1.000000000000000000e+00
-4.415383946485558209e-01,1.000000000000000000e+00
-3.014936156019528690e-01,1.000000000000000000e+00
-5.665377885907033617e-01,0.000000000000000000e+00
-1.092757066442770486e-01,0.000000000000000000e+00
-5.227423185671581547e-03,0.000000000000000000e+00
5.094534230605407554e-01,1.000000000000000000e+00
8.489690532144272828e-02,0.000000000000000000e+00
-8.113818000566953847e-02,0.000000000000000000e+00
2.375254542425126458e-01,0.000000000000000000e+00
-6.023544638001141482e-01,1.000000000000000000e+00
8.812317539062636262e-02,1.000000000000000000e+00
2.265214624144576694e-01,0.000000000000000000e+00
-4.525516322343860476e-01,0.000000000000000000e+00
3.626895657721343480e-01,1.000000000000000000e+00
8.929969807817829397e-02,0.000000000000000000e+00
-1.431715862825228003e-01,0.000000000000000000e+00
1.843439239751038516e-01,0.000000000000000000e+00
6.757410814012821954e-01,0.000000000000000000e+00
4.553870233127972622e-02,0.000000000000000000e+00
6.134860878366561743e-02,0.000000000000000000e+00
-1.487711929029301994e-01,0.000000000000000000e+00
-2.008661024988185884e-01,1.000000000000000000e+00
2.408112652416057042e-01,0.000000000000000000e+00
-2.555239880511949169e-01,1.000000000000000000e+00
2.284719379560286659e-02,1.000000000000000000e+00
-1.449786196160952612e-01,0.000000000000000000e+00
1.527786688661082470e-01,1.000000000000000000e+00
1.939698356731536788e-01,1.000000000000000000e+00
3.124071738797685183e-01,1.000000000000000000e+00
-1.737985319629143377e-01,0.000000000000000000e+00
-5.164633441021762583e-03,1.000000000000000000e+00
-1.937174516929164314e-01,1.000000000000000000e+00
-1.321785738831654788e-01,1.000000000000000000e+00
1.095152922254653272e-01,0.000000000000000000e+00
2.267859963562549042e-01,1.000000000000000000e+00
-2.757497749570725354e-01,1.000000000000000000e+00
2.566543120122803390e-01,0.000000000000000000e+00
4.067074932897192796e-01,1.000000000000000000e+00
1.066139883212127021e-01,0.000000000000000000e+00
6.043560409899904062e-01,1.000000000000000000e+00
-2.350466983596997961e-01,0.000000000000000000e+00
-3.812206608784763362e-01,0.000000000000000000e+00
-5.324600297904110713e-01,1.000000000000000000e+00
4.492247878730044608e-01,1.000000000000000000e+00
2.014008461260407556e-01,1.000000000000000000e+00
-2.154427647647710192e-02,0.000000000000000000e+00
1.269963122278121026e-01,1.000000000000000000e+00
-3.419290544009624400e-01,0.000000000000000000e+00
7.337255938850478776e-01,1.000000000000000000e+00
3.590858135223954500e-02,0.000000000000000000e+00
2.047753446178256567e-02,0.000000000000000000e+00
2.179230794975321461e-01,1.000000000000000000e+00
1.322378007341559192e-01,0.000000000000000000e+00
6.716520730285148455e-02,1.000000000000000000e+00
-2.368873844537674744e-01,1.000000000000000000e+00
1.275422629912656147e-01,0.000000000000000000e+00
5.494754594237915013e-01,0.000000000000000000e+00
4.158892584358570566e-01,1.000000000000000000e+00
4.802015271011409459e-01,1.000000000000000000e+00
-1.462772200065410866e-01,1.000000000000000000e+00
-3.023142373412684991e-01,0.000000000000000000e+00
-4.725239990736940232e-02,0.000000000000000000e+00
7.245637537449643034e-03,0.000000000000000000e+00
3.324899508943794935e-01,1.000000000000000000e+00
-4.958021092885204761e-01,1.000000000000000000e+00
7.356575707376563633e-01,1.000000000000000000e+00
-3.741704282396689923e-02,1.000000000000000000e+00
-1.216392553136092791e-01,1.000000000000000000e+00
-2.927291551771628031e-01,1.000000000000000000e+00
-5.104923906698743963e-01,0.000000000000000000e+00
2.853917025672345620e-01,1.000000000000000000e+00
2.100041448709726311e-01,1.000000000000000000e+00
-3.625982619699244514e-01,1.000000000000000000e+00
-3.958776238178146611e-01,0.000000000000000000e+00
-1.052041431603304850e-01,0.000000000000000000e+00
5.074605208956372016e-01,1.000000000000000000e+00
-7.361277911517989658e-02,1.000000000000000000e+00
-4.535667207908188336e-01,0.000000000000000000e+00
-7.867312867747383587e-02,0.000000000000000000e+00
-8.027868948012106820e-02,1.000000000000000000e+00
-8.177607418470587142e-01,0.000000000000000000e+00
-2.129023188389062016e-02,0.000000000000000000e+00
-8.095737625998511433e-02,0.000000000000000000e+00
1.967271233043024203e-01,0.000000000000000000e+00
5.546868903033852494e-01,1.000000000000000000e+00
3.384580161087364369e-01,1.000000000000000000e+00
-8.421538829141336779e-02,0.000000000000000000e+00
3.606999810310309029e-01,1.000000000000000000e+00
7.746795093495304485e-01,1.000000000000000000e+00
2.249511795381435586e-02,1.000000000000000000e+00
5.488388501271027758e-02,1.000000000000000000e+00
-1.007298355873973567e-02,0.000000000000000000e+00
5.942542823093448223e-02,1.000000000000000000e+00
-3.090797964006888887e-02,1.000000000000000000e+00
-1.627814786853933327e-01,1.000000000000000000e+00
-1.667050118761674027e-01,0.000000000000000000e+00
-1.679733908274587406e-02,0.000000000000000000e+00
-1.663437433900613049e-01,0.000000000000000000e+00
-2.164067080356606998e-01,0.000000000000000000e+00
2.975811211366324177e-02,0.000000000000000000e+00
-6.852464030473925938e-02,1.000000000000000000e+00
4.492071809756534861e-01,0.000000000000000000e+00
-7.912120151473732710e-01,1.000000000000000000e+00
3.229685817571892326e-01,0.000000000000000000e+00
3.668884640514733508e-01,0.000000000000000000e+00
-5.839288061538817631e-01,1.000000000000000000e+00
-1.026451311703236446e-01,1.000000000000000000e+00
-1.033670047158247868e-01,1.000000000000000000e+00
-4.222514576978308454e-01,1.000000000000000000e+00
-1.280630953834348829e-01,1.000000000000000000e+00
-2.530226521254442806e-01,1.000000000000000000e+00
5.262436657553523078e-01,1.000000000000000000e+00
2.737185294471035646e-01,0.000000000000000000e+00
3.710918580106362663e-01,0.000000000000000000e+00
2.188809152685716741e-01,1.000000000000000000e+00
-3.442118168078765472e-01,0.000000000000000000e+00
-1.543044658623954068e-01,1.000000000000000000e+00
1.299028917114903314e-01,0.000000000000000000e+00
-3.618037717879258874e-01,1.000000000000000000e+00
2.121697377184690037e-01,0.000000000000000000e+00
-7.654972813411026200e-02,0.000000000000000000e+00
-1.206922089200247461e-01,0.000000000000000000e+00
2.101941118732009450e-01,0.000000000000000000e+00
1.270700882036667201e-01,0.000000000000000000e+00
-1.147040117018362920e-01,0.000000000000000000e+00
3.451917448604205352e-01,0.000000000000000000e+00
-3.319942443242273056e-01,0.000000000000000000e+00
1.854406835476258009e-01,1.000000000000000000e+00
2.294341188586463687e-01,1.000000000000000000e+00
-3.211250951305426315e-02,1.000000000000000000e+00
8.195117955950598221e-02,0.000000000000000000e+00
-3.750034130679977262e-01,1.000000000000000000e+00
2.716982741119464695e-01,0.000000000000000000e+00
-5.979008027911177081e-02,0.000000000000000000e+00
-1.536301011770649927e-01,1.000000000000000000e+00
3.332904316180113624e-01,1.000000000000000000e+00
-2.165253638668841185e-01,0.000000000000000000e+00
-3.892243099903027748e-01,1.000000000000000000e+00
-4.741529061471914663e-01,0.000000000000000000e+00
1.794586735228800856e-01,0.000000000000000000e+00
-4.051989203027483999e-02,1.000000000000000000e+00
5.271548265134653466e-01,1.000000000000000000e+00
-6.203643844280912756e-01,1.000000000000000000e+00
4.964859739060774602e-01,0.000000000000000000e+00
5.034307402114803626e-02,0.000000000000000000e+00
-3.266291054176950759e-02,0.000000000000000000e+00
-1.659441997550665238e-01,0.000000000000000000e+00
1.121616936097737799e-01,0.000000000000000000e+00
3.406516274631860020e-02,1.000000000000000000e+00
3.220519178088306345e-01,0.000000000000000000e+00
1.856465586425241204e-02,0.000000000000000000e+00
3.629668017606433456e-02,0.000000000000000000e+00
-1.050817281484483640e-01,1.000000000000000000e+00
-1.526979906597368368e-02,1.000000000000000000e+00
8.653328591703360329e-02,0.000000000000000000e+00
-5.235649747042692148e-01,0.000000000000000000e+00
-4.099885589456563895e-01,0.000000000000000000e+00
2.575196031995744539e-01,1.000000000000000000e+00
4.113152816179718729e-02,0.000000000000000000e+00
-5.336544327674581228e-02,1.000000000000000000e+00
4.960496805504978693e-03,0.000000000000000000e+00
9.306035079052715764e-02,0.000000000000000000e+00
-1.602246445327759339e-01,1.000000000000000000e+00
-2.402011996150213713e-01,0.000000000000000000e+00
4.806954064460255971e-02,0.000000000000000000e+00
-3.010125782372961023e-01,0.000000000000000000e+00
2.641975865170482218e-01,1.000000000000000000e+00
-5.000019363139005524e-01,1.000000000000000000e+00
3.403012248951933771e-01,1.000000000000000000e+00
1.462070247806823708e-01,1.000000000000000000e+00
7.319606858265524651e-02,0.000000000000000000e+00
2.884534598970808772e-01,0.000000000000000000e+00
4.945234748280044057e-01,0.000000000000000000e+00
3.008102708469618802e-01,0.000000000000000000e+00
-5.518387773796280538e-01,1.000000000000000000e+00
-3.864144103934027963e-01,0.000000000000000000e+00
-1.874251634232227404e-01,1.000000000000000000e+00
2.824628721662101327e-01,1.000000000000000000e+00
1.553291519851024149e-01,1.000000000000000000e+00
-2.230608597363953338e-01,0.000000000000000000e+00
5.618798665539198600e-02,1.000000000000000000e+00
-2.343651986665492015e-01,0.000000000000000000e+00
-1.949931514971469382e-01,0.000000000000000000e+00
-4.209419769208717077e-01,1.000000000000000000e+00
-2.186963143142719723e-01,1.000000000000000000e+00
-4.119046213573805404e-01,0.000000000000000000e+00
-2.897560891333374467e-01,1.000000000000000000e+00
3.223141915238359467e-01,1.000000000000000000e+00
-2.820486055059414632e-01,1.000000000000000000e+00
7.898392775516446251e-01,1.000000000000000000e+00
1.352469702975388210e-01,0.000000000000000000e+00
5.556228245094836649e-02,1.000000000000000000e+00
-2.639426167574576709e-01,0.000000000000000000e+00
2.694142375150078150e-01,1.000000000000000000e+00
-1.765776634013457580e-01,0.000000000000000000e+00
4.093106894049954730e-02,1.000000000000000000e+00
7.680253618031560592e-01,1.000000000000000000e+00
-3.106845609443526987e-02,0.000000000000000000e+00
3.415149585780037356e-01,0.000000000000000000e+00
-1.308412618968447239e-01,1.000000000000000000e+00
-1.385416572480425643e-02,0.000000000000000000e+00
5.271963721793334612e-01,0.000000000000000000e+00
-1.470598608919080619e-01,1.000000000000000000e+00
6.063177239528576568e-01,1.000000000000000000e+00
2.174997377978500346e-01,1.000000000000000000e+00
-1.770999321728402853e-01,0.000000000000000000e+00
2.235887094520881968e-01,1.000000000000000000e+00
2.964697581281763306e-01,1.000000000000000000e+00
1.771037589067245843e-01,0.000000000000000000e+00
-4.228445042866758041e-01,1.000000000000000000e+00
-2.181410000129541948e-01,1.000000000000000000e+00
-7.017198091343132549e-02,1.000000000000000000e+00
-2.629743629338277683e-02,0.000000000000000000e+00
2.653809757027683069e-01,1.000000000000000000e+00
4.612239455915908420e-02,0.000000000000000000e+00
-3.963871081749577585e-01,1.000000000000000000e+00
9.511842875910395123e-02,0.000000000000000000e+00
1.644333671696306121e-01,0.000000000000000000e+00
1.666926952800091011e-01,0.000000000000000000e+00
